GPSpt,Date.1,Date.2,Date.3,Date.4,Date.5,Obs.1,Obs.2,Obs.3,Obs.4,Obs.5,Time.1,Time.2,Time.3,Time.4,Time.5,Wind.1,Wind.2,Wind.3,Wind.4,Wind.5,Temp.1,Temp.2,Temp.3,Temp.4,Temp.5,Cloud.1,Cloud.2,Cloud.3,Cloud.4,Cloud.5
308,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,756,527,807,619,NA,4,1,4,0,NA,16,12,22,16,NA,26,97,82,6,NA
309,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,809,540,826,606,NA,4,1,4,0,NA,16,12,22,16,NA,26,97,82,6,NA
310,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,823,556,840,553,NA,4,1,4,0,NA,16,12,22,16,NA,26,97,82,6,NA
311,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,838,609,853,540,NA,4,1,4,0,NA,16,12,22,16,NA,26,97,82,6,NA
315,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,527,526,544,900,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
316,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,543,545,559,916,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
317,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,558,605,614,930,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
318,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,616,701,649,1018,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
319,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,651,741,725,817,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
320,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,708,642,708,1001,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
321,42018,42051,42069,42088,NA,RS,RS,RS,RS,NA,726,625,630,945,NA,2,3,2,1,NA,18,16,16,21,NA,14,96,82,7,NA
322,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,854,624,908,755,NA,4,1,4,1,NA,16,12,22,21,NA,26,97,82,7,NA
323,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,913,638,925,739,NA,4,1,4,1,NA,16,12,22,21,NA,26,97,82,7,NA
324,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,928,653,942,706,NA,4,1,4,1,NA,16,12,22,21,NA,26,97,82,7,NA
325,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,944,726,1030,722,NA,4,1,4,1,NA,16,12,22,21,NA,26,97,82,7,NA
326,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,1002,707,959,652,NA,4,1,4,1,NA,16,12,22,21,NA,26,97,82,7,NA
327,42018,42051,42069,42088,NA,RS,MS,RS,RS,NA,1018,742,1013,638,NA,4,1,4,1,NA,16,12,22,21,NA,26,97,82,7,NA
328,42019,42051,42070,42089,NA,RS,MS,RS,RS,NA,732,820,739,533,NA,3,1,3,2,NA,20,12,20,16,NA,90,97,56,35,NA
329,42019,42051,42070,42089,NA,RS,RS,RS,RS,NA,748,824,723,549,NA,3,3,3,2,NA,20,16,20,16,NA,90,96,56,35,NA
330,42019,42051,42070,42089,NA,RS,RS,RS,RS,NA,803,839,709,603,NA,3,3,3,2,NA,20,16,20,16,NA,90,96,56,35,NA
331,42019,42051,42070,42089,NA,RS,RS,RS,RS,NA,818,855,653,617,NA,3,3,3,2,NA,20,16,20,16,NA,90,96,56,35,NA
332,42019,42051,42070,42089,NA,RS,RS,RS,RS,NA,832,910,638,632,NA,3,3,3,2,NA,20,16,20,16,NA,90,96,56,35,NA
333,42019,42051,42070,42089,NA,RS,MS,RS,RS,NA,851,837,534,739,NA,3,1,3,2,NA,20,12,20,16,NA,90,97,56,35,NA
334,42019,42051,42070,42089,NA,RS,MS,RS,RS,NA,907,858,604,707,NA,3,1,3,2,NA,20,12,20,16,NA,90,97,56,35,NA
335,42019,42051,42070,42089,NA,RS,MS,RS,RS,NA,923,913,620,650,NA,3,1,3,2,NA,20,12,20,16,NA,90,97,56,35,NA
336,42019,42051,42070,42089,NA,RS,MS,RS,RS,NA,947,936,547,724,NA,3,1,3,2,NA,20,12,20,16,NA,90,97,56,35,NA
337,42020,42052,42068,42089,NA,RS,MS,RS,RS,NA,729,518,522,819,NA,3,1,2,1,NA,25,11,16,22,NA,2,30,3,16,NA
338,42020,42052,42068,42089,NA,RS,MS,RS,RS,NA,744,550,538,835,NA,3,1,2,1,NA,25,11,16,22,NA,2,30,3,16,NA
339,42020,42052,42068,42089,NA,RS,MS,RS,RS,NA,758,606,552,852,NA,3,1,2,1,NA,25,11,16,22,NA,2,30,3,16,NA
340,42020,42052,42068,42089,NA,RS,RS,RS,RS,NA,812,521,608,908,NA,3,2,2,1,NA,25,16,16,22,NA,2,66,3,16,NA
341,42020,42052,42068,42089,NA,RS,RS,RS,RS,NA,827,536,623,922,NA,3,2,2,1,NA,25,16,16,22,NA,2,66,3,16,NA
342,42020,42052,42068,42089,NA,RS,RS,RS,RS,NA,841,557,638,937,NA,3,2,2,1,NA,25,16,16,22,NA,2,66,3,16,NA
343,42020,42052,42068,42089,NA,RS,RS,RS,RS,NA,857,615,655,955,NA,3,2,2,1,NA,25,16,16,22,NA,2,66,3,16,NA
344,42020,42052,42068,42089,NA,RS,RS,RS,RS,NA,913,632,710,1010,NA,3,2,2,1,NA,25,16,16,22,NA,2,66,3,16,NA
345,42020,42052,42068,42089,NA,RS,MS,RS,RS,NA,932,531,727,1026,NA,3,1,2,1,NA,25,11,16,22,NA,2,30,3,16,NA
346,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,516,546,1703,1051,NA,4,0,2,2,NA,14,14,22,23,NA,97,1,36,78,NA
347,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,532,600,1648,1035,NA,4,0,2,2,NA,14,14,22,23,NA,97,1,36,78,NA
348,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,550,614,1633,1108,NA,4,0,2,2,NA,14,14,22,23,NA,97,1,36,78,NA
349,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,605,628,1832,637,NA,4,0,2,3,NA,14,14,22,17,NA,97,1,36,11,NA
350,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,622,648,1815,654,NA,4,0,2,3,NA,14,14,22,17,NA,97,1,36,11,NA
351,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,641,707,1756,715,NA,4,0,2,3,NA,14,14,22,17,NA,97,1,36,11,NA
352,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,658,723,1739,555,NA,4,0,2,3,NA,14,14,22,17,NA,97,1,36,11,NA
353,42021,42047,42064,42084,NA,RS,MS,RS,RS,NA,715,738,1723,610,NA,4,0,2,3,NA,14,14,22,17,NA,97,1,36,11,NA
354,42021,42047,42065,42082,NA,RS,RS,RS,RS,NA,806,939,557,934,NA,4,3,3,2,NA,20,21,16,23,NA,84,22,100,78,NA
355,42021,42047,42065,42082,NA,RS,RS,RS,RS,NA,826,951,610,942,NA,4,3,3,2,NA,20,21,16,23,NA,84,22,100,78,NA
356,42021,42047,,,NA,RS,RS,RS,RS,NA,909,1028,,,NA,4,3,,,NA,20,21,,,NA,84,22,,,NA
357,42021,42047,42065,,NA,RS,MS,RS,RS,NA,940,1000,1053,,NA,4,0,3,,NA,20,14,18,,NA,84,1,100,,NA
358,42021,42047,42065,42082,NA,RS,MS,RS,RS,NA,1018,933,541,1006,NA,4,0,3,2,NA,20,14,16,23,NA,84,1,100,78,NA
360,42022,42046,42064,42083,NA,RS,MS,RS,RS,NA,523,855,957,935,NA,3,3,3,3,NA,15,25,18,20,NA,20,3,48,68,NA
361,42022,42046,42064,42083,NA,RS,MS,RS,RS,NA,539,912,1015,1043,NA,3,3,3,3,NA,15,25,18,20,NA,20,3,48,68,NA
362,42022,42046,42064,42083,NA,RS,MS,RS,RS,NA,559,937,1051,1024,NA,3,3,3,3,NA,15,25,18,20,NA,20,3,48,68,NA
363,42022,42046,42064,42083,NA,RS,MS,RS,RS,NA,619,1000,1033,1003,NA,3,3,3,3,NA,15,25,18,20,NA,20,3,48,68,NA
364,42022,42046,42064,42083,NA,RS,MS,RS,RS,NA,701,838,943,1109,NA,3,3,3,3,NA,15,25,18,20,NA,20,3,48,68,NA
365,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,716,758,929,917,NA,3,0,3,3,NA,15,24,18,20,NA,20,3,48,68,NA
366,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,732,739,915,902,NA,3,0,3,3,NA,15,24,18,20,NA,20,3,48,68,NA
368,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,814,721,900,849,NA,3,0,3,3,NA,15,24,18,20,NA,20,3,48,68,NA
369,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,839,602,808,803,NA,3,0,3,3,NA,25,18,18,20,NA,100,2,48,68,NA
370,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,853,532,741,737,NA,3,0,3,3,NA,25,18,18,20,NA,100,2,48,68,NA
371,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,907,519,728,724,NA,3,0,3,3,NA,25,18,18,20,NA,100,2,48,68,NA
372,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,927,546,755,750,NA,3,0,3,3,NA,25,18,18,20,NA,100,2,48,68,NA
373,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,944,619,822,817,NA,3,0,3,3,NA,25,18,18,20,NA,100,2,48,68,NA
374,42022,42046,42064,42083,NA,RS,RS,RS,RS,NA,1002,637,841,831,NA,3,0,3,3,NA,25,18,18,20,NA,100,2,48,68,NA
375,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,513,543,650,653,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
376,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,526,557,637,641,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
377,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,539,610,557,553,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
378,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,625,650,544,604,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
379,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,642,704,531,616,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
380,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,655,717,519,628,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
381,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,501,531,702,704,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
382,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,554,622,611,542,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
383,42023,42046,42064,42083,NA,RS,MS,RS,RS,NA,608,634,623,530,NA,1,0,2,3,NA,14,15,16,15,NA,100,2,92,36,NA
385,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,527,858,813,837,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
386,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,539,911,825,849,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
387,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,550,923,838,901,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
388,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,602,935,851,913,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
389,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,614,949,903,925,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
390,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,625,1000,956,938,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
391,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,638,1013,942,950,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
392,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,651,1025,930,1002,NA,2,2,3,2,NA,17,26,21,20,NA,100,19,100,65,NA
393,42027,42039,42062,42080,NA,RS,MS,RS,RS,NA,703,1038,918,1015,NA,1,2,3,2,NA,20,26,21,20,NA,40,19,100,65,NA
394,42027,42040,42063,42080,NA,RS,MS,RS,RS,NA,728,628,622,1117,NA,1,3,2,3,NA,20,22,16,24,NA,40,19,100,78,NA
395,42027,42040,42063,42080,NA,RS,MS,RS,RS,NA,740,545,609,1105,NA,1,3,2,3,NA,20,22,16,24,NA,40,19,100,78,NA
396,42027,42040,42063,42080,NA,RS,MS,RS,RS,NA,751,708,556,1054,NA,1,3,2,3,NA,20,22,16,24,NA,40,19,100,78,NA
397,42027,42040,42063,42080,NA,RS,MS,RS,RS,NA,803,721,543,1042,NA,1,3,2,3,NA,20,22,16,24,NA,40,19,100,78,NA
398,42027,42040,42063,42080,NA,RS,MS,RS,RS,NA,817,735,530,1032,NA,1,3,2,3,NA,20,22,16,24,NA,40,19,100,78,NA
399,42027,42040,42063,42082,NA,RS,MS,RS,RS,NA,831,641,701,813,NA,1,3,2,4,NA,20,22,16,21,NA,40,19,100,92,NA
400,42027,42040,42063,42082,NA,RS,MS,RS,RS,NA,843,655,714,825,NA,1,3,2,4,NA,20,22,16,21,NA,40,19,100,92,NA
401,42027,42040,42063,42082,NA,RS,MS,RS,RS,NA,901,614,634,839,NA,1,3,2,4,NA,20,22,16,21,NA,40,19,100,92,NA
402,42027,42040,42063,42082,NA,RS,MS,RS,RS,NA,913,601,646,851,NA,1,3,2,4,NA,20,22,16,21,NA,40,19,100,40,NA
406,42056,42060,42079,,NA,RS,RS,RS,RS,NA,905,1655,820,,NA,0,3,3,,NA,21,22,16,,NA,4,56,22,,NA
408,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,532,934,1615,1622,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
409,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,546,847,1628,1635,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
410,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,559,900,1642,1648,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
411,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,614,915,1655,1701,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
412,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,630,929,1711,1714,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
413,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,646,944,1725,1728,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
414,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,706,1000,1742,1741,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
415,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,732,1024,1809,1808,NA,1,3,3,2,NA,18,23,23,24,NA,7,0,21,4,NA
416,42045,42056,42059,42076,NA,RS,MS,RS,RS,NA,809,1012,1755,1755,NA,3,3,3,2,NA,23,23,23,24,NA,4,0,21,4,NA
418,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,823,918,1708,843,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
419,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,838,931,1720,847,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
420,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,852,945,1733,859,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
421,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,906,959,1745,912,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
422,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,920,1013,1758,924,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
423,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,949,825,1617,744,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
424,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,1002,838,1630,756,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
425,42045,42056,42060,42079,NA,RS,RS,RS,RS,NA,1015,850,1643,808,NA,3,0,3,3,NA,23,21,22,22,NA,4,4,56,16,NA
427,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,702,657,1800,533,NA,1,4,3,0,NA,12,17,25,15,NA,0,100,36,88,NA
428,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,714,644,1747,545,NA,1,4,3,0,NA,12,17,25,15,NA,0,100,36,88,NA
429,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,727,632,1735,557,NA,1,4,3,0,NA,12,17,25,15,NA,0,100,36,88,NA
430,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,741,619,1722,610,NA,1,4,3,0,NA,12,17,25,15,NA,0,100,36,88,NA
431,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,526,606,1709,1110,NA,0,4,3,3,NA,12,17,25,22,NA,1,100,36,88,NA
432,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,539,553,1656,1057,NA,0,4,3,3,NA,12,17,25,22,NA,1,100,36,88,NA
433,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,553,540,1653,1044,NA,0,4,3,3,NA,12,17,25,22,NA,1,100,36,88,NA
434,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,608,528,1630,1031,NA,0,4,3,3,NA,12,17,25,22,NA,1,100,36,88,NA
435,42056,42059,42061,42077,NA,MS,RS,RS,RS,NA,631,516,1617,1018,NA,0,4,3,3,NA,12,17,25,22,NA,1,100,36,88,NA
436,42056,42059,42074,42077,NA,RS,RS,RS,MS,NA,518,731,1702,1016,NA,1,2,3,2,NA,16,21,26,17,NA,6,74,65,86,NA
437,42056,42059,42074,42077,NA,RS,RS,RS,MS,NA,531,744,1714,1028,NA,1,2,3,2,NA,16,21,26,17,NA,6,74,65,86,NA
438,42056,42059,42074,42077,NA,RS,RS,RS,MS,NA,545,757,1757,1040,NA,1,2,3,2,NA,16,21,26,17,NA,6,74,65,86,NA
439,42056,42059,42074,42077,NA,RS,RS,RS,MS,NA,636,844,1738,1120,NA,1,2,3,2,NA,16,21,26,17,NA,6,74,65,86,NA
440,42056,42059,42074,42077,NA,RS,RS,RS,MS,NA,615,826,1726,1106,NA,1,2,3,2,NA,16,21,26,17,NA,6,74,65,86,NA
441,42056,42059,42074,42077,NA,RS,RS,RS,MS,NA,558,811,1819,1053,NA,1,2,3,2,NA,16,21,26,17,NA,6,74,65,86,NA
442,42056,42061,42074,42077,NA,MS,RS,RS,RS,NA,649,710,1813,1004,NA,1,2,3,3,NA,12,21,26,22,NA,0,74,65,88,NA
443,42056,42059,42079,,NA,RS,RS,RS,RS,NA,705,957,654,,NA,1,2,0,,NA,12,21,15,,NA,6,74,88,,NA
444,42056,42059,42079,,NA,RS,RS,RS,RS,NA,716,944,642,,NA,1,2,0,,NA,12,21,15,,NA,6,74,88,,NA
445,42056,42059,42079,,NA,RS,RS,RS,RS,NA,736,931,713, ,NA,1,2,0,,NA,12,21,15,,NA,6,74,88,,NA
